id_order,id_produk,nama_produk,kategori_produk,tanggal_pembelian,kuantitas,total_harga,PPN,bayar_cash,metode_bayar
1492,2,prenagen esensis,woman,2023-02-08,1,29721,0.1,1,cash
1493,6,nutrive benecol,special needs,2023-03-06,4,23603,0.1,1,cash
1494,5,prenagen lova,woman,2023-02-10,7,69044,0.1,0,link aja
1495,1,entrasol active,adult,2023-03-27,4,36017,0.1,1,cash
1496,1,entrasol active,adult,2023-03-24,6,37134,0.1,0,dana
1497,3,hic1000 vitamin lemon,beverages,2023-04-26,6,31752,0.1,1,cash
1498,2,prenagen esensis,woman,2023-02-27,7,,0.1,1,cash
1499,5,prenagen lova,woman,2023-03-24,4,40678,0.1,0,gopay
1500,5,prenagen lova,woman,2023-01-12,4,58445,0.1,0,dana
1501,6,nutrive benecol,special needs,2023-01-21,7,62269,0.1,1,cash
1502,1,entrasol active,adult,2023-03-28,6,35109,0.1,1,cash
1503,1,entrasol active,adult,2023-03-30,6,40367,0.1,0,ovo
1504,1,entrasol active,adult,2023-03-15,6,53428,0.1,1,cash
1505,1,entrasol active,adult,2023-02-16,5,35591,0.1,1,cash
1506,5,prenagen lova,woman,2023-02-22,2,48219,0.1,1,cash
1507,3,hic1000 vitamin lemon,beverages,2023-03-22,4,43052,0.1,1,cash
1508,5,prenagen lova,woman,2023-01-05,3,26221,0.1,1,cash
1509,4,prenagen mommy,woman,2023-04-25,5,35822,0.1,0,link aja
1510,1,entrasol active,adult,2023-01-12,6,24472,0.1,0,link aja
1511,3,hic1000 vitamin lemon,beverages,2023-02-11,2,34654,0.1,1,cash
1512,5,prenagen lova,woman,2023-02-25,2,25123,0.1,0,gopay
1513,5,prenagen lova,woman,2023-03-28,2,55231,0.1,1,cash
1514,6,nutrive benecol,special needs,2023-03-30,2,36777,0.1,0,link aja
1515,4,prenagen mommy,woman,2023-02-20,4,29096,0.1,1,cash
1516,5,prenagen lova,woman,2023-02-13,2,26177,0.1,0,gopay
1517,6,nutrive benecol,special needs,2023-03-23,2,67179,0.1,1,cash
1518,3,hic1000 vitamin lemon,beverages,2023-02-04,4,29898,0.1,1,cash
1519,4,prenagen mommy,woman,2023-05-08,1,55412,0.1,1,cash
1520,2,prenagen esensis,woman,2023-01-11,2,23378,0.1,1,cash
1521,3,hic1000 vitamin lemon,beverages,2023-01-10,4,34299,0.1,1,cash
1522,6,nutrive benecol,special needs,2023-01-15,1,60004,0.1,1,cash
1523,6,nutrive benecol,special needs,2023-03-14,5,33495,0.1,1,cash
1524,3,hic1000 vitamin lemon,beverages,2023-05-01,3,57964,0.1,0,ovo
1525,5,prenagen lova,woman,2023-02-22,7,58282,0.1,1,cash
1526,2,prenagen esensis,woman,2023-04-22,1,65217,0.1,0,dana
1527,3,hic1000 vitamin lemon,beverages,2023-04-05,2,47677,0.1,1,cash
1528,3,hic1000 vitamin lemon,beverages,2023-01-31,5,33658,0.1,1,cash
1529,2,prenagen esensis,woman,2023-04-26,1,39561,0.1,0,shopeepay
1530,4,prenagen mommy,woman,2023-04-29,3,48672,0.1,0,ovo
1531,2,prenagen esensis,woman,2023-05-12,5,42762,0.1,0,ovo
1532,4,prenagen mommy,woman,2023-02-21,4,36631,0.1,0,dana
1533,4,prenagen mommy,woman,2023-03-21,6,40364,0.1,0,dana
1534,2,prenagen esensis,woman,2023-03-12,6,65615,0.1,0,gopay
1535,2,prenagen esensis,woman,2023-04-29,5,65876,0.1,0,link aja
1536,4,prenagen mommy,woman,2023-05-12,4,38217,0.1,1,cash
1537,2,prenagen esensis,woman,2023-03-31,3,40557,0.1,0,ovo
1538,3,hic1000 vitamin lemon,beverages,2023-02-15,5,66839,0.1,1,cash
1539,4,prenagen mommy,woman,2023-04-13,3,25885,0.1,1,cash
1540,4,prenagen mommy,woman,2023-04-01,7,34813,0.1,1,cash
1541,1,entrasol active,adult,2023-04-09,1,37944,0.1,1,cash
1542,1,entrasol active,adult,2023-01-22,1,43680,0.1,1,cash
1543,5,prenagen lova,woman,2023-03-17,3,57271,0.1,1,cash
1544,6,nutrive benecol,special needs,2023-03-05,4,39137,0.1,1,cash
1545,2,prenagen esensis,woman,2023-04-24,5,61114,0.1,1,cash
1546,6,nutrive benecol,special needs,2023-04-02,1,45966,0.1,1,cash
1547,4,prenagen mommy,woman,2023-02-22,3,19599,0.1,1,cash
1548,1,entrasol active,adult,2023-03-24,4,31426,0.1,0,link aja
1549,6,nutrive benecol,special needs,2023-05-11,5,48904,0.1,1,cash
1550,1,entrasol active,adult,2023-03-31,2,27414,0.1,0,dana
1551,5,prenagen lova,woman,2023-05-09,7,57080,0.1,1,cash
1552,4,prenagen mommy,woman,2023-04-10,6,64030,0.1,0,ovo
1553,2,prenagen esensis,woman,2023-05-09,2,23559,0.1,1,cash
1554,4,prenagen mommy,woman,2023-04-06,3,61389,0.1,1,cash
1555,3,hic1000 vitamin lemon,beverages,2023-02-22,1,26140,0.1,1,cash
1556,6,nutrive benecol,special needs,2023-04-21,1,30462,0.1,1,cash
1557,1,entrasol active,adult,2023-02-24,2,20076,0.1,1,cash
1558,3,hic1000 vitamin lemon,beverages,2023-02-15,1,55604,0.1,1,cash
1559,5,prenagen lova,woman,2023-01-18,7,60218,0.1,1,cash
1560,3,hic1000 vitamin lemon,beverages,2023-02-04,1,51921,0.1,1,cash
1561,3,hic1000 vitamin lemon,beverages,2023-04-28,1,39144,0.1,1,cash
1562,4,prenagen mommy,woman,2023-03-27,6,39872,0.1,0,link aja
1563,5,prenagen lova,woman,2023-04-06,7,20248,0.1,0,link aja
1564,5,prenagen lova,woman,2023-04-18,4,59655,0.1,1,cash
1565,6,nutrive benecol,special needs,2023-02-10,7,26406,0.1,0,shopeepay
1566,4,prenagen mommy,woman,2023-04-09,5,45934,0.1,0,link aja
1567,6,nutrive benecol,special needs,2023-01-31,5,57023,0.1,0,link aja
1568,3,hic1000 vitamin lemon,beverages,2023-01-18,6,55731,0.1,0,ovo
1569,6,nutrive benecol,special needs,2023-03-08,4,18627,0.1,1,cash
1570,3,hic1000 vitamin lemon,beverages,2023-01-04,2,60857,0.1,0,link aja
1571,4,prenagen mommy,woman,2023-03-12,3,59873,0.1,0,dana
1572,5,prenagen lova,woman,2023-03-20,5,45120,0.1,1,cash
1573,2,prenagen esensis,woman,2023-04-03,6,33662,0.1,1,cash
1574,5,prenagen lova,woman,2023-05-05,4,47831,0.1,0,gopay
1575,4,prenagen mommy,woman,2023-02-14,7,49970,0.1,1,cash
1576,3,hic1000 vitamin lemon,beverages,2023-04-09,2,54255,0.1,,shopeepay
1577,4,prenagen mommy,woman,2023-05-04,5,66293,0.1,0,ovo
1578,5,prenagen lova,woman,2023-01-16,7,61277,0.1,1,cash
1579,2,prenagen esensis,woman,2023-02-10,3,35004,0.1,1,cash
1580,2,prenagen esensis,woman,2023-04-16,6,44380,0.1,1,cash
1581,5,prenagen lova,woman,2023-05-15,,57343,0.1,1,cash
1582,4,prenagen mommy,woman,2023-01-17,5,38207,0.1,0,gopay
1583,3,hic1000 vitamin lemon,beverages,2023-03-04,7,39273,0.1,0,dana
1584,3,hic1000 vitamin lemon,beverages,2023-02-03,7,46653,0.1,0,link aja
1585,2,prenagen esensis,woman,2023-03-08,2,31876,0.1,0,gopay
1586,5,prenagen lova,woman,2023-01-30,5,27681,0.1,1,cash
1587,5,prenagen lova,woman,2023-01-30,6,21726,0.1,1,cash
1588,5,prenagen lova,woman,2023-04-06,5,18963,0.1,1,cash
1589,1,entrasol active,adult,2023-04-04,5,18917,0.1,0,dana
1590,2,prenagen esensis,woman,2023-04-15,1,61282,0.1,0,gopay
1591,4,prenagen mommy,woman,2023-03-14,2,30949,0.1,1,cash
1592,6,nutrive benecol,special needs,2023-03-10,3,64081,0.1,1,cash
1593,2,prenagen esensis,woman,2023-02-12,7,25426,0.1,0,gopay
1594,6,nutrive benecol,special needs,2023-05-08,5,37587,0.1,1,cash
1595,5,prenagen lova,woman,2023-02-11,7,66147,0.1,1,cash
1596,2,prenagen esensis,woman,2023-04-25,5,23315,0.1,1,cash
1597,1,entrasol active,adult,2023-05-14,4,33171,0.1,0,shopeepay
1598,2,prenagen esensis,woman,2023-04-03,4,54655,0.1,0,gopay
1599,6,nutrive benecol,special needs,2023-01-18,1,28973,0.1,0,link aja
1600,2,prenagen esensis,woman,2023-05-09,3,61720,0.1,0,link aja
1601,3,hic1000 vitamin lemon,beverages,2023-04-26,2,32980,0.1,0,gopay
1602,2,prenagen esensis,woman,2023-02-22,2,50848,0.1,1,cash
1603,1,entrasol active,adult,2023-05-12,7,23566,0.1,1,cash
1604,5,prenagen lova,woman,2023-01-14,4,17471,0.1,1,cash
1605,2,prenagen esensis,woman,2023-01-29,6,33487,0.1,1,cash
1606,5,prenagen lova,woman,2023-04-22,6,31356,0.1,1,cash
1607,1,entrasol active,adult,2023-02-25,6,38811,0.1,1,cash
1608,3,hic1000 vitamin lemon,beverages,2023-04-09,6,35585,0.1,0,dana
1609,6,nutrive benecol,special needs,2023-04-28,2,43767,0.1,0,dana
1610,5,prenagen lova,woman,2023-03-16,6,48491,0.1,0,link aja
1611,1,entrasol active,adult,2023-04-08,3,38799,0.1,1,cash
1612,5,prenagen lova,woman,2023-02-08,1,48811,0.1,0,gopay
1613,4,prenagen mommy,woman,2023-02-19,6,20875,0.1,1,cash
1614,5,prenagen lova,woman,2023-04-18,3,38930,0.1,0,dana
1615,5,prenagen lova,woman,2023-04-06,4,17650,0.1,0,link aja
1616,5,prenagen lova,woman,2023-01-25,7,38221,0.1,1,cash
1617,1,entrasol active,adult,2023-04-30,4,62334,0.1,0,ovo
1618,6,nutrive benecol,special needs,2023-03-27,4,25482,0.1,1,cash
1619,6,nutrive benecol,special needs,2023-01-23,2,58580,0.1,0,shopeepay
1620,3,hic1000 vitamin lemon,beverages,2023-01-01,5,36632,0.1,0,gopay
1621,5,prenagen lova,woman,2023-04-26,7,27575,0.1,1,cash
1622,3,hic1000 vitamin lemon,beverages,2023-01-24,1,65814,0.1,1,cash
1623,4,prenagen mommy,woman,2023-02-16,2,35230,0.1,0,gopay
1624,6,nutrive benecol,special needs,2023-02-04,2,43354,0.1,0,link aja
1625,6,nutrive benecol,special needs,2023-04-12,4,23068,0.1,0,ovo
1626,4,prenagen mommy,woman,2023-01-02,2,40565,0.1,1,cash
1627,1,entrasol active,adult,2023-04-15,4,39750,0.1,1,cash
1628,1,entrasol active,adult,2023-04-17,4,36285,0.1,0,link aja
1629,6,nutrive benecol,special needs,2023-03-25,1,55860,0.1,0,gopay
1630,5,prenagen lova,woman,2023-01-13,1,25810,0.1,0,dana
1631,4,prenagen mommy,woman,2023-05-01,4,28547,0.1,1,cash
1632,5,prenagen lova,woman,2023-03-25,2,43346,0.1,1,cash
1633,1,entrasol active,adult,2023-01-19,7,58296,0.1,1,cash
1634,2,prenagen esensis,woman,2023-05-11,3,66227,0.1,1,cash
1635,1,entrasol active,adult,2023-05-01,7,59067,0.1,0,link aja
1636,6,nutrive benecol,special needs,2023-01-21,4,32613,0.1,0,dana
1637,1,entrasol active,adult,2023-05-08,5,55481,0.1,0,link aja
1638,6,nutrive benecol,special needs,2023-05-11,2,69797,0.1,0,ovo
1639,1,entrasol active,adult,2023-05-10,1,18932,0.1,0,dana
1640,1,entrasol active,adult,2023-03-02,7,40397,0.1,1,cash
1641,3,hic1000 vitamin lemon,beverages,2023-05-04,5,59652,0.1,0,shopeepay
1642,2,prenagen esensis,woman,2023-03-14,7,25937,0.1,1,cash
1643,1,entrasol active,adult,2023-05-07,5,69352,0.1,1,cash
1644,5,prenagen lova,woman,2023-05-15,3,60565,0.1,0,shopeepay
1645,3,hic1000 vitamin lemon,beverages,2023-04-23,4,68950,0.1,0,link aja
1646,2,prenagen esensis,woman,2023-01-16,3,67388,0.1,1,cash
1647,2,prenagen esensis,woman,2023-01-07,5,43351,0.1,1,cash
1648,1,entrasol active,adult,2023-02-01,4,26143,0.1,0,dana
1649,4,prenagen mommy,woman,2023-05-01,4,61687,0.1,0,link aja
1650,1,entrasol active,adult,2023-05-13,3,50882,0.1,1,cash
1651,5,prenagen lova,woman,2023-04-26,6,58771,0.1,1,cash
1652,1,entrasol active,adult,2023-02-21,2,44465,0.1,0,link aja
1653,3,hic1000 vitamin lemon,beverages,2023-04-01,6,56069,0.1,0,ovo
1654,2,prenagen esensis,woman,2023-03-22,5,58626,0.1,1,cash
1655,4,prenagen mommy,woman,2023-01-30,5,63826,0.1,0,dana
1656,3,hic1000 vitamin lemon,beverages,2023-01-08,2,57504,0.1,0,dana
1657,4,prenagen mommy,woman,2023-02-08,3,45645,0.1,1,cash
1658,4,prenagen mommy,woman,2023-04-26,2,,0.1,1,cash
1659,5,prenagen lova,woman,2023-01-31,4,,0.1,1,cash
1660,6,nutrive benecol,special needs,2023-04-20,7,22366,0.1,1,cash
1661,1,entrasol active,adult,2023-03-02,1,26356,0.1,1,cash
1662,1,entrasol active,adult,2023-04-02,2,18992,0.1,1,cash
1663,3,hic1000 vitamin lemon,beverages,2023-03-14,3,26862,0.1,1,cash
1664,4,prenagen mommy,woman,2023-01-21,2,23962,0.1,0,dana
1665,1,entrasol active,adult,2023-04-20,1,35233,0.1,1,cash
1666,3,hic1000 vitamin lemon,beverages,2023-03-23,7,55550,0.1,1,cash
1667,1,entrasol active,adult,2023-03-26,7,65429,0.1,1,cash
1668,2,prenagen esensis,woman,2023-02-09,1,68120,0.1,0,dana
1669,6,nutrive benecol,special needs,2023-01-05,4,69647,0.1,1,cash
1670,4,prenagen mommy,woman,2023-04-02,5,28026,0.1,1,cash
1671,3,hic1000 vitamin lemon,beverages,2023-03-20,4,47639,0.1,1,cash
1672,4,prenagen mommy,woman,2023-04-11,4,29031,0.1,1,cash
1673,5,prenagen lova,woman,2023-03-03,5,54923,0.1,0,dana
1674,3,hic1000 vitamin lemon,beverages,2023-01-12,3,43795,0.1,1,cash
1675,5,prenagen lova,woman,2023-01-16,6,38902,0.1,1,cash
1676,1,entrasol active,adult,2023-05-15,6,25546,0.1,1,cash
1677,4,prenagen mommy,woman,2023-05-14,2,46027,0.1,0,gopay
1678,5,prenagen lova,woman,2023-01-16,3,52332,0.1,1,cash
1679,5,prenagen lova,woman,2023-02-22,1,23351,0.1,,cash
1680,5,prenagen lova,woman,2023-03-01,5,61048,0.1,1,cash
1681,1,entrasol active,adult,2023-01-26,1,60266,0.1,1,cash
1682,2,prenagen esensis,woman,2023-03-26,6,25196,0.1,0,ovo
1683,2,prenagen esensis,woman,2023-05-05,7,37850,0.1,1,cash
1684,4,prenagen mommy,woman,2023-02-12,4,23429,0.1,1,cash
1685,3,hic1000 vitamin lemon,beverages,2023-01-08,3,23771,0.1,0,ovo
1686,6,nutrive benecol,special needs,2023-02-16,5,38968,0.1,0,link aja
1687,1,entrasol active,adult,2023-04-15,3,43696,0.1,0,gopay
1688,4,prenagen mommy,woman,2023-04-07,2,60039,0.1,1,cash
1689,4,prenagen mommy,woman,2023-01-27,4,67976,0.1,1,cash
1690,6,nutrive benecol,special needs,2023-02-27,2,55383,0.1,1,cash
1691,3,hic1000 vitamin lemon,beverages,2023-04-11,1,65977,0.1,1,cash
1692,1,entrasol active,adult,2023-02-28,3,19350,0.1,1,cash
1693,5,prenagen lova,woman,2023-02-18,6,43496,0.1,0,link aja
1694,1,entrasol active,adult,2023-01-28,7,29438,0.1,1,cash
1695,2,prenagen esensis,woman,2023-04-15,3,35420,0.1,1,cash
1696,6,nutrive benecol,special needs,2023-01-30,3,28449,0.1,1,cash
1697,1,entrasol active,adult,2023-02-23,7,43200,0.1,1,cash
1698,6,nutrive benecol,special needs,2023-02-13,6,20264,0.1,1,cash
1699,4,prenagen mommy,woman,2023-02-08,4,46403,0.1,1,cash
1700,5,prenagen lova,woman,2023-04-30,7,50812,0.1,0,ovo
1701,6,nutrive benecol,special needs,2023-04-13,5,60619,0.1,1,cash
1702,4,prenagen mommy,woman,2023-02-13,4,17655,0.1,0,gopay
1703,6,nutrive benecol,special needs,2023-03-28,2,35181,0.1,1,cash
1704,5,prenagen lova,woman,2023-05-10,2,56971,0.1,1,cash
1705,1,entrasol active,adult,2023-02-22,7,60895,0.1,1,cash
1706,3,hic1000 vitamin lemon,beverages,2023-02-22,5,18825,0.1,0,dana
1707,5,prenagen lova,woman,2023-04-16,6,18875,0.1,0,ovo
1708,1,entrasol active,adult,2023-04-02,5,46286,0.1,0,dana
1709,1,entrasol active,adult,2023-01-19,6,37580,0.1,1,cash
1710,3,hic1000 vitamin lemon,beverages,2023-01-11,,24432,0.1,1,cash
1711,3,hic1000 vitamin lemon,beverages,2023-04-20,5,27123,0.1,1,cash
1712,6,nutrive benecol,special needs,2023-03-27,6,44688,0.1,1,cash
